participant__session__code,participant__session_id,participant__id_in_session,participant__code,channel,nickname,body,timestamp
ajcxvpki,2,5,b4tkoftt,2-FHM-4,Mitarbeiter,Hallo! Ich wäre dafür die 10 Überstunden anzugeben. Du?,1589537364.05075
ajcxvpki,2,6,ifig0vld,2-FHM-4,Mitarbeiter,"Hi! Ja, ich auch. Also nicht lügen ",1589537376.08718
ajcxvpki,2,5,b4tkoftt,2-FHM-4,Mitarbeiter,Super duper,1589537381.46655
ajcxvpki,2,5,b4tkoftt,2-FHM-4,Mitarbeiter,dann können wir ja auch aufhören :),1589537394.28566
ajcxvpki,2,5,b4tkoftt,2-FHM-4,Mitarbeiter,tschüüß,1589537397.28166
ajcxvpki,2,3,e1y483pm,2-FHM-3,Mitarbeiter,Hallo,1589537529.07037
ajcxvpki,2,4,yykzm36r,2-FHM-3,Mitarbeiter,Hallo,1589537536.10421
ajcxvpki,2,11,mjbrj6gi,2-FHM-7,Mitarbeiter,"Hi, sollen wir 50 angeben oder willst du auf Nummer sicher gehen?",1589537537.16091
ajcxvpki,2,12,0qqstc3k,2-FHM-7,Mitarbeiter,Ja lass uns 50 angeben,1589537549.85923
ajcxvpki,2,3,e1y483pm,2-FHM-3,Mitarbeiter,"Mir wurde angezeigt, dass wir 10 Überstunden haben",1589537560.10643
ajcxvpki,2,12,0qqstc3k,2-FHM-7,Mitarbeiter,Oder magst du auf Nummer sicher gehen?,1589537560.81328
ajcxvpki,2,14,746n06ns,2-FHM-8,Mitarbeiter,Hallo,1589537560.86237
ajcxvpki,2,8,t5q3kdvg,2-FHM-5,Mitarbeiter,Hallo?,1589537564.67448
ajcxvpki,2,7,u6rcx9p8,2-FHM-5,Mitarbeiter,Hallo,1589537568.07778
ajcxvpki,2,4,yykzm36r,2-FHM-3,Mitarbeiter,"Richtig, mir auch",1589537568.77109
ajcxvpki,2,11,mjbrj6gi,2-FHM-7,Mitarbeiter,ok oder 60 darf man maximal ne? dann können wir auch direkt 60 angeben,1589537575.63608
ajcxvpki,2,4,yykzm36r,2-FHM-3,Mitarbeiter,wenn man jetzt mehr angibt als 10 Überstunden,1589537578.73509
ajcxvpki,2,7,u6rcx9p8,2-FHM-5,Mitarbeiter,Wie viele Überstunden hast du gemacht?,1589537585.71847
ajcxvpki,2,10,2y6l7cvt,2-FHM-6,Mitarbeiter,Sollen wir einfach 10 angeben? ,1589537588.8229
ajcxvpki,2,13,wgmqn1k9,2-FHM-8,Mitarbeiter,hi,1589537592.49891
ajcxvpki,2,4,yykzm36r,2-FHM-3,Mitarbeiter,"und beide das Gleiche angeben, wird man nicht zwingend kontrolliert richtig?",1589537596.76383
ajcxvpki,2,8,t5q3kdvg,2-FHM-5,Mitarbeiter,Ich habe 10 Überstunden gemacht.,1589537597.02281
ajcxvpki,2,7,u6rcx9p8,2-FHM-5,Mitarbeiter,Ich auch.,1589537600.59132
ajcxvpki,2,7,u6rcx9p8,2-FHM-5,Mitarbeiter,Sollen wir 10 Stunden angeben?,1589537607.65279
ajcxvpki,2,9,v0bh5t0j,2-FHM-6,Mitarbeiter,ja zur sicherheit wohl besser,1589537611.86396
ajcxvpki,2,3,e1y483pm,2-FHM-3,Mitarbeiter,"Genau, nur wenn wir zufällig ausgewählt werden",1589537612.19428
ajcxvpki,2,12,0qqstc3k,2-FHM-7,Mitarbeiter,"Ja genau, dann 60",1589537618.38559
ajcxvpki,2,14,746n06ns,2-FHM-8,Mitarbeiter,wie viele Überstunden möchtest du angeben?,1589537620.17095
ajcxvpki,2,13,wgmqn1k9,2-FHM-8,Mitarbeiter,ich würd einfach 10 eingeben oder?,1589537620.20998
ajcxvpki,2,4,yykzm36r,2-FHM-3,Mitarbeiter,was geben wir an ?,1589537621.99031
ajcxvpki,2,14,746n06ns,2-FHM-8,Mitarbeiter,ja klingt gut,1589537625.12787
ajcxvpki,2,10,2y6l7cvt,2-FHM-6,Mitarbeiter,okay dann machen wir das ,1589537625.17291
ajcxvpki,2,11,mjbrj6gi,2-FHM-7,Mitarbeiter,"ok alles klar, dann los :)",1589537627.20847
ajcxvpki,2,8,t5q3kdvg,2-FHM-5,Mitarbeiter,"Die Chance, dass wir überprüft werden ist je relativ klein...",1589537629.08181
ajcxvpki,2,4,yykzm36r,2-FHM-3,Mitarbeiter,die 10 Überstunden oder mehr?,1589537633.35887
ajcxvpki,2,13,wgmqn1k9,2-FHM-8,Mitarbeiter,alles klar,1589537633.48053
ajcxvpki,2,14,746n06ns,2-FHM-8,Mitarbeiter,ok,1589537636.86622
ajcxvpki,2,7,u6rcx9p8,2-FHM-5,Mitarbeiter,2:5,1589537638.5942
ajcxvpki,2,8,t5q3kdvg,2-FHM-5,Mitarbeiter,Solle wir unser Glück versuchen und mehr angeben?,1589537643.59728
ajcxvpki,2,13,wgmqn1k9,2-FHM-8,Mitarbeiter,dann beende ich den chat,1589537646.58079
ajcxvpki,2,7,u6rcx9p8,2-FHM-5,Mitarbeiter,Wie viele?,1589537649.04754
ajcxvpki,2,7,u6rcx9p8,2-FHM-5,Mitarbeiter,20?,1589537652.35846
ajcxvpki,2,9,v0bh5t0j,2-FHM-6,Mitarbeiter,ok,1589537668.88271
ajcxvpki,2,8,t5q3kdvg,2-FHM-5,Mitarbeiter,"Man darf ja max 60 machen, also pro Person 30",1589537670.36237
ajcxvpki,2,3,e1y483pm,2-FHM-3,Mitarbeiter,"Man muss ja noch bedenken, dass wir sonst strafe zahlen müssen",1589537672.73928
ajcxvpki,2,8,t5q3kdvg,2-FHM-5,Mitarbeiter,Sollen wir 30 sagen?,1589537676.52181
ajcxvpki,2,8,t5q3kdvg,2-FHM-5,Mitarbeiter,Nur wenn du willst,1589537680.39087
ajcxvpki,2,7,u6rcx9p8,2-FHM-5,Mitarbeiter,Ja dann 30,1589537684.65629
ajcxvpki,2,4,yykzm36r,2-FHM-3,Mitarbeiter,nur wenn wir kontrolliert werden oder?,1589537689.14413
ajcxvpki,2,8,t5q3kdvg,2-FHM-5,Mitarbeiter,okk,1589537689.98824
ajcxvpki,2,3,e1y483pm,2-FHM-3,Mitarbeiter,jaa,1589537695.09596
ajcxvpki,2,7,u6rcx9p8,2-FHM-5,Mitarbeiter,Dann beende ich den Chat jetzt,1589537702.64061
ajcxvpki,2,8,t5q3kdvg,2-FHM-5,Mitarbeiter,ok,1589537707.12694
ajcxvpki,2,3,e1y483pm,2-FHM-3,Mitarbeiter,Das ist eine schwierige entscheidung,1589537708.85312
ajcxvpki,2,9,v0bh5t0j,2-FHM-6,Mitarbeiter,dann geh ich schonmal aus dem chat hier raus,1589537712.5901
ajcxvpki,2,3,e1y483pm,2-FHM-3,Mitarbeiter,ich würde aber nicht viel höher gehen,1589537715.51949
ajcxvpki,2,3,e1y483pm,2-FHM-3,Mitarbeiter,als 10,1589537717.97259
ajcxvpki,2,4,yykzm36r,2-FHM-3,Mitarbeiter,wegen mir müssen wir auch gar nicht höher gehen oder vielleicht 15 ?,1589537736.33117
ajcxvpki,2,3,e1y483pm,2-FHM-3,Mitarbeiter,"Ja, 15 ist gut",1589537759.89681
ajcxvpki,2,4,yykzm36r,2-FHM-3,Mitarbeiter,ok,1589537763.71622
ajcxvpki,2,3,e1y483pm,2-FHM-3,Mitarbeiter,sehr gut,1589537768.87099
ajcxvpki,2,1,bhlpdi2n,2-FHM-2,Mitarbeiter,"Was würdest du tun wollen? Ich würde mich deiner Meinung vermutlich anschließen. Entweder dass wir beide gleich lügen (aber vllt nicht zu riskant hoch? Sprich 30 anstelle von 10 angeben? Dann hätten wir bei Überprüfung noch 30 übrig, sonst sogar 70) oder aber einfach die 10 angeben und mit 50 nach Hause gehen?",1589538040.259
ajcxvpki,2,2,bt361d4o,2-FHM-2,Mitarbeiter,Ja wir lügen beide und sagen 30,1589538085.93218
ajcxvpki,2,1,bhlpdi2n,2-FHM-2,Mitarbeiter,"ok, deal",1589538105.90709
ajcxvpki,2,2,bt361d4o,2-FHM-2,Mitarbeiter,gut,1589538110.15324
bmlzjf1u,6,2,se3l39sl,6-FHM-12,Mitarbeiter,ljhlkj,1589784159.84543
b69m6lyx,8,1,uj7hdyyi,8-FHM-14,Mitarbeiter,Ahoi,1589789268.12881
b69m6lyx,8,2,0n5bauor,8-FHM-14,Mitarbeiter,Tag,1589789271.53892
b69m6lyx,8,1,uj7hdyyi,8-FHM-14,Mitarbeiter,also wir sollten einfach beide 60 überstunden angeben,1589789278.05184
b69m6lyx,8,2,0n5bauor,8-FHM-14,Mitarbeiter,hört sich gut an,1589789293.298
b69m6lyx,8,1,uj7hdyyi,8-FHM-14,Mitarbeiter,dann haben wir eine 7/10 chance einfach durchzurutschen und jeder 100 Lab-Points zu bekommen,1589789306.52222
b69m6lyx,8,1,uj7hdyyi,8-FHM-14,Mitarbeiter,alles klar!,1589789312.64413
b69m6lyx,8,11,jppcrymp,8-FHM-19,Mitarbeiter,moin,1589789324.85032
b69m6lyx,8,2,0n5bauor,8-FHM-14,Mitarbeiter,"super, dann machen wir mal weiter :)",1589789326.17403
b69m6lyx,8,12,ausyzt1x,8-FHM-19,Mitarbeiter,Maaaaahlzeit,1589789329.39807
b69m6lyx,8,11,jppcrymp,8-FHM-19,Mitarbeiter,"10 überstunden, ne?",1589789329.59521
b69m6lyx,8,12,ausyzt1x,8-FHM-19,Mitarbeiter,exakt,1589789335.45905
b69m6lyx,8,1,uj7hdyyi,8-FHM-14,Mitarbeiter,"alles klar, schönen tag noch :)",1589789338.20893
b69m6lyx,8,11,jppcrymp,8-FHM-19,Mitarbeiter,"lass die doch angeben, sind ja ein euro.",1589789345.06126
b69m6lyx,8,12,ausyzt1x,8-FHM-19,Mitarbeiter,Ich würde sagen wir nehmen die so wie sie sind und gut ist,1589789353.68738
b69m6lyx,8,11,jppcrymp,8-FHM-19,Mitarbeiter,"dazu 4 euro grundgehalt, 2 euro für die teilnahme an der umfrage",1589789356.84044
b69m6lyx,8,6,n94ev05h,8-FHM-16,Mitarbeiter,Sind wir ehrlich oder geben wir beide 60 an? :),1589789357.98065
b69m6lyx,8,11,jppcrymp,8-FHM-19,Mitarbeiter,"sind 7 euro für 20 minuten experiment, passt",1589789364.80662
b69m6lyx,8,11,jppcrymp,8-FHM-19,Mitarbeiter,perfekt,1589789367.95319
b69m6lyx,8,5,xojbeobp,8-FHM-16,Mitarbeiter,10 sind halt schon sehr wenige :D,1589789374.28053
b69m6lyx,8,12,ausyzt1x,8-FHM-19,Mitarbeiter,"seh ich auch so, leicht verdientes Geld :D ",1589789375.218
b69m6lyx,8,6,n94ev05h,8-FHM-16,Mitarbeiter,nh xD,1589789381.71942
b69m6lyx,8,11,jppcrymp,8-FHM-19,Mitarbeiter,"super, dann sind wir uns einig :D",1589789383.26258
b69m6lyx,8,5,xojbeobp,8-FHM-16,Mitarbeiter,"ich bin für 60, wenn zu viel dann richtig zu viel",1589789405.59019
b69m6lyx,8,7,wipyck3j,8-FHM-17,Mitarbeiter,Hallo!,1589789409.27557
b69m6lyx,8,8,79d67ni1,8-FHM-17,Mitarbeiter,Hallo!,1589789415.26646
b69m6lyx,8,6,n94ev05h,8-FHM-16,Mitarbeiter,super ich auch :D,1589789416.59377
b69m6lyx,8,11,jppcrymp,8-FHM-19,Mitarbeiter,"ich klick mal auf chat beenden, ne",1589789417.36138
b69m6lyx,8,14,pb3xsgaz,8-FHM-20,Mitarbeiter,Hallo was würdest du vorschlagen geben wir an ?,1589789422.44221
b69m6lyx,8,12,ausyzt1x,8-FHM-19,Mitarbeiter,Dito :),1589789427.82606
b69m6lyx,8,5,xojbeobp,8-FHM-16,Mitarbeiter,sehr gut,1589789433.20433
b69m6lyx,8,4,lo8m0x70,8-FHM-15,Mitarbeiter,Hallo,1589789438.4106
b69m6lyx,8,3,r8kak6j0,8-FHM-15,Mitarbeiter,Hi,1589789441.95936
b69m6lyx,8,13,hl4m9t4d,8-FHM-20,Mitarbeiter,20?,1589789442.74926
b69m6lyx,8,7,wipyck3j,8-FHM-17,Mitarbeiter,Hast du auch unsere Überstundenanzahl gesehen?,1589789442.97256
b69m6lyx,8,3,r8kak6j0,8-FHM-15,Mitarbeiter,Wieviel geben wir an?,1589789449.60571
b69m6lyx,8,4,lo8m0x70,8-FHM-15,Mitarbeiter,Entweder haben wir 60 oder 59 geleistet,1589789453.9188
b69m6lyx,8,14,pb3xsgaz,8-FHM-20,Mitarbeiter,Ja gerne ,1589789456.99485
b69m6lyx,8,6,n94ev05h,8-FHM-16,Mitarbeiter,na dann toi toi toi ;),1589789457.67999
b69m6lyx,8,4,lo8m0x70,8-FHM-15,Mitarbeiter,"glaubst du, die drei, die überprüft werden, werden zufällig bestimmt?",1589789467.37027
b69m6lyx,8,8,79d67ni1,8-FHM-17,Mitarbeiter,"yes, bei mir standen 10",1589789469.33903
b69m6lyx,8,13,hl4m9t4d,8-FHM-20,Mitarbeiter,"Oke alles klar, dann beende ich jetzt den chat",1589789472.10049
b69m6lyx,8,4,lo8m0x70,8-FHM-15,Mitarbeiter,Dann sollten wir 60 angeben,1589789473.31786
b69m6lyx,8,3,r8kak6j0,8-FHM-15,Mitarbeiter,"uff, das kann Minus geben",1589789473.87742
b69m6lyx,8,14,pb3xsgaz,8-FHM-20,Mitarbeiter,"dann beenden wir den Chat jetzt, ja :)",1589789477.43575
b69m6lyx,8,3,r8kak6j0,8-FHM-15,Mitarbeiter,ich denke zufällig,1589789478.29271
b69m6lyx,8,4,lo8m0x70,8-FHM-15,Mitarbeiter,"Falls es kein Zufall ist, sondern gezielt, dann besser 59",1589789484.69972
b69m6lyx,8,4,lo8m0x70,8-FHM-15,Mitarbeiter,"Minus kanns immer geben, aber der Erwartungswert steigt",1589789499.92498
b69m6lyx,8,19,2fsptkni,8-FHM-23,Mitarbeiter,Hi! Aus stochastischer Sicht müssen wir schummeln 😉,1589789500.91998
b69m6lyx,8,4,lo8m0x70,8-FHM-15,Mitarbeiter,60?,1589789510.32075
b69m6lyx,8,7,wipyck3j,8-FHM-17,Mitarbeiter,"genau, mein Vorschlag wäre die Anzahl auch anzugeben",1589789513.97482
b69m6lyx,8,3,r8kak6j0,8-FHM-15,Mitarbeiter,okay 60,1589789518.03803
b69m6lyx,8,4,lo8m0x70,8-FHM-15,Mitarbeiter,Guter Mann (w/m/d)!,1589789528.78049
