participant__session__code,participant__session_id,participant__id_in_session,participant__code,channel,nickname,body,timestamp
ooopruyi,4,9,5oeu51fv,4-stage_1-11,Mitarbeiter,Hi!,1576584959.7750819
ooopruyi,4,10,xn95a270,4-stage_1-11,Mitarbeiter,hallo ,1576584964.512477
ooopruyi,4,9,5oeu51fv,4-stage_1-11,Mitarbeiter,"10 steht bei dir auch auf dem zettel, oder?",1576584977.742788
ooopruyi,4,10,xn95a270,4-stage_1-11,Mitarbeiter,Schrieb mal einen etwas längeren Text als Antowrt,1576584983.248265
ooopruyi,4,3,8k0ek7on,4-stage_1-8,Mitarbeiter,Hey,1576585002.117397
ooopruyi,4,9,5oeu51fv,4-stage_1-11,Mitarbeiter,Stehen bei dir auch 10 Überstunden auf dem Zettel?,1576585002.4381251
ooopruyi,4,10,xn95a270,4-stage_1-11,Mitarbeiter,Dann kann ich dich lokalisieren,1576585002.6713002
ooopruyi,4,4,hhiphqgy,4-stage_1-8,Mitarbeiter,Hey,1576585005.334072
ooopruyi,4,9,5oeu51fv,4-stage_1-11,Mitarbeiter,Ach so,1576585006.1488252
ooopruyi,4,9,5oeu51fv,4-stage_1-11,Mitarbeiter,Aber was haben wir davon`?,1576585012.182345
ooopruyi,4,4,hhiphqgy,4-stage_1-8,Mitarbeiter,Lass einfach auf die vollen 60 setzen,1576585017.100495
ooopruyi,4,3,8k0ek7on,4-stage_1-8,Mitarbeiter,Es gibt 6 Gruppen oder?,1576585021.260118
ooopruyi,4,4,hhiphqgy,4-stage_1-8,Mitarbeiter,Ja,1576585024.8687758
ooopruyi,4,9,5oeu51fv,4-stage_1-11,Mitarbeiter,aspod sdfj psdo sdfo sdfoi sdfo sdok spdok sdokf sado dsoi fsdiüaldsüpaoweüoivkpoeü ospkepjkeprmpsacpoiepoirq,1576585031.7564118
ooopruyi,4,10,xn95a270,4-stage_1-11,Mitarbeiter,Naja eigentlich sollen wir ja keine zahl der überstunden sagen oder?,1576585033.741624
ooopruyi,4,9,5oeu51fv,4-stage_1-11,Mitarbeiter,skdjf+ajfa,1576585034.4630258
ooopruyi,4,4,hhiphqgy,4-stage_1-8,Mitarbeiter,1/3 Chance dass wir kontrolliert ewerden,1576585043.4453351
